respondent_id,age,gender,profession,education_level,years_of_experience,hospital_type,hospital_location,ai_awareness_q1,ai_awareness_q2,ai_awareness_q3,ai_awareness_q4,ai_awareness_score,privacy_q1,privacy_q2,privacy_q3,privacy_q4,privacy_score,human_factor_q1,human_factor_q2,human_factor_q3,human_factor_q4,human_factor_score,infrastructure_q1,infrastructure_q2,infrastructure_q3,infrastructure_q4,infrastructure_q5,infrastructure_score,adoption_q1,adoption_q2,adoption_q3,adoption_q4,adoption_readiness_score,adoption_readiness_category
1426,50,Male,Hospital Administrator,Bachelor's (completed),16,Private,Other Urban,2.0,2.0,1.0,1.0,1.5,2.0,4.0,4.0,4.0,3.5,4.0,3.0,3.0,4.0,3.5,4.0,3.0,4.0,4.0,4.0,3.8,2.0,2.0,3.0,1.0,2.0,Low
1427,22,Male,Doctor,Postgraduate/Doctoral,2,Public,Rural,4.0,5.0,5.0,5.0,4.75,2.0,3.0,1.0,3.0,2.25,2.0,3.0,2.0,2.0,2.25,4.0,3.0,3.0,3.0,3.0,3.2,3.0,4.0,5.0,5.0,4.25,High
1428,48,Male,Healthcare Student,Bachelor's (completed),1,Not Applicable,Dhaka,3.0,3.0,2.0,3.0,2.75,5.0,4.0,4.0,5.0,4.5,,1.0,2.0,,1.5,2.0,2.0,2.0,2.0,3.0,2.2,2.0,3.0,2.0,2.0,2.25,Low
1429,37,Female,Other,Postgraduate/Doctoral,8,Private,Chattogram,1.0,2.0,2.0,1.0,1.5,4.0,3.0,3.0,3.0,3.25,2.0,1.0,1.0,2.0,1.5,3.0,4.0,4.0,3.0,3.0,3.4,4.0,3.0,3.0,3.0,3.25,Medium
1430,44,Male,Healthcare Student,Bachelor's (completed),0,NGO/Other,Other Urban,2.0,2.0,1.0,2.0,1.75,4.0,3.0,3.0,3.0,3.25,4.0,5.0,5.0,5.0,4.75,4.0,3.0,4.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,Low
1431,33,Female,Hospital Administrator,Bachelor's (completed),10,Public,Dhaka,3.0,3.0,4.0,4.0,3.5,5.0,5.0,5.0,4.0,4.75,4.0,4.0,4.0,3.0,3.75,3.0,3.0,2.0,3.0,3.0,2.8,3.0,1.0,2.0,3.0,2.25,Low
1432,35,Female,Hospital Administrator,Bachelor's (completed),9,Public,Semi-Urban,3.0,3.0,2.0,3.0,2.75,3.0,3.0,2.0,3.0,2.75,2.0,3.0,2.0,4.0,2.75,3.0,4.0,2.0,2.0,2.0,2.6,3.0,2.0,2.0,2.0,2.25,Low
1433,34,Male,Other,Bachelor's (completed),14,NGO/Other,Dhaka,4.0,4.0,5.0,4.0,4.25,2.0,1.0,3.0,2.0,2.0,3.0,,5.0,5.0,4.333333333333333,5.0,4.0,4.0,5.0,5.0,4.6,4.0,4.0,4.0,3.0,3.75,Medium
1434,38,Male,Nurse,Bachelor's (completed),14,Public,Dhaka,5.0,4.0,3.0,4.0,4.0,,,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.5,3.0,2.0,3.0,2.0,2.0,2.4,3.0,3.0,2.0,3.0,2.75,Medium
1435,26,Male,Doctor,Postgraduate/Doctoral,3,Public,Semi-Urban,3.0,2.0,2.0,4.0,2.75,4.0,4.0,2.0,4.0,3.5,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.8,4.0,3.0,3.0,3.0,3.25,Medium
1436,23,Female,Hospital Administrator,Bachelor's (ongoing),2,Public,Semi-Urban,4.0,3.0,2.0,2.0,2.75,4.0,4.0,2.0,4.0,3.5,2.0,2.0,2.0,1.0,1.75,2.0,2.0,2.0,1.0,2.0,1.8,4.0,2.0,2.0,3.0,2.75,Medium
1437,30,Male,Nurse,Bachelor's (completed),7,Private,Rural,2.0,3.0,2.0,3.0,2.5,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.5,2.0,3.0,3.0,2.0,3.0,2.6,3.0,3.0,4.0,4.0,3.5,Medium
1438,39,Male,Nurse,Bachelor's (ongoing),13,Private,Rural,2.0,2.0,1.0,1.0,1.5,3.0,3.0,,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,3.4,2.0,1.0,2.0,2.0,1.75,Low
1439,28,Female,Doctor,Postgraduate/Doctoral,3,Private,Dhaka,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.5,3.0,2.0,3.0,3.0,2.75,1.0,2.0,3.0,3.0,2.0,2.2,3.0,2.0,4.0,3.0,3.0,Medium
1440,38,Female,Hospital Administrator,Bachelor's (ongoing),10,NGO/Other,Other Urban,2.0,2.0,2.0,1.0,1.75,5.0,2.0,3.0,4.0,3.5,4.0,5.0,5.0,4.0,4.5,3.0,3.0,3.0,3.0,,3.0,1.0,1.0,2.0,1.0,1.25,Low
1441,50,Male,Nurse,Bachelor's (ongoing),16,Private,Not Applicable,2.0,2.0,1.0,2.0,1.75,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,Medium
1442,25,Male,Doctor,Postgraduate/Doctoral,2,Public,Dhaka,5.0,4.0,5.0,4.0,4.5,2.0,2.0,2.0,1.0,1.75,,3.0,2.0,2.0,2.3333333333333335,4.0,4.0,3.0,3.0,5.0,3.8,3.0,4.0,3.0,4.0,3.5,Medium
1443,38,Male,Doctor,Postgraduate/Doctoral,16,Public,Chattogram,5.0,3.0,4.0,5.0,4.25,2.0,3.0,3.0,2.0,2.5,4.0,3.0,3.0,3.0,3.25,3.0,3.0,4.0,4.0,4.0,3.6,3.0,4.0,4.0,3.0,3.5,Medium
1444,33,Male,Nurse,Bachelor's (completed),7,Public,Rural,3.0,4.0,5.0,5.0,4.25,1.0,1.0,2.0,1.0,1.25,2.0,4.0,4.0,3.0,3.25,3.0,,,1.0,2.0,2.0,3.0,4.0,3.0,3.0,3.25,Medium
1445,44,Male,Healthcare Student,Bachelor's (completed),0,Not Applicable,Dhaka,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.75,4.0,4.0,5.0,5.0,4.0,4.4,3.0,4.0,3.0,4.0,3.5,Medium
1446,27,Female,Nurse,Bachelor's (ongoing),9,Public,Rural,3.0,2.0,3.0,,2.6666666666666665,5.0,,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,1.0,3.0,2.2,2.0,3.0,3.0,3.0,2.75,Medium
1447,38,Female,IT Staff,Postgraduate/Doctoral,15,Public,Chattogram,5.0,4.0,5.0,5.0,4.75,4.0,3.0,4.0,4.0,3.75,2.0,1.0,2.0,1.0,1.5,4.0,4.0,5.0,4.0,4.0,4.2,5.0,5.0,5.0,5.0,5.0,High
1448,43,Male,Healthcare Student,Bachelor's (ongoing),0,Not Applicable,Not Applicable,1.0,4.0,1.0,1.0,1.75,3.0,2.0,2.0,2.0,2.25,3.0,,3.0,,3.0,3.0,4.0,3.0,,3.0,3.25,2.0,2.0,3.0,2.0,2.25,Low
1449,48,Female,Nurse,Bachelor's (completed),23,Private,Other Urban,3.0,3.0,2.0,2.0,2.5,4.0,3.0,4.0,5.0,4.0,2.0,3.0,3.0,3.0,2.75,,3.0,4.0,4.0,3.0,3.5,3.0,2.0,2.0,3.0,2.5,Low
1450,38,Male,Healthcare Student,Bachelor's (ongoing),0,Public,Other Urban,3.0,3.0,4.0,4.0,3.5,2.0,3.0,3.0,2.0,2.5,2.0,2.0,3.0,4.0,2.75,4.0,,5.0,5.0,4.0,4.5,4.0,5.0,3.0,5.0,4.25,High
1451,34,Female,IT Staff,Secondary/HSC,9,Private,Semi-Urban,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,4.0,3.25,4.0,4.0,4.0,3.0,3.75,4.0,2.0,3.0,3.0,2.0,2.8,1.0,1.0,1.0,1.0,1.0,Low
1452,37,Female,Hospital Administrator,Bachelor's (completed),9,Private,Dhaka,1.0,2.0,1.0,1.0,1.25,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,2.5,5.0,5.0,4.0,5.0,4.0,4.6,4.0,2.0,3.0,5.0,3.5,Medium
1453,44,Female,Doctor,Postgraduate/Doctoral,20,NGO/Other,Other Urban,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,4.0,5.0,4.0,4.0,4.0,4.2,4.0,3.0,4.0,3.0,3.5,Medium
1454,36,Female,Doctor,Bachelor's (completed),8,Private,Rural,2.0,3.0,2.0,3.0,2.5,4.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1.75,4.0,3.0,4.0,4.0,3.0,3.6,4.0,4.0,4.0,4.0,4.0,High
1455,23,Male,Other,Postgraduate/Doctoral,4,Public,Rural,4.0,2.0,4.0,3.0,3.25,4.0,5.0,4.0,,4.333333333333333,4.0,4.0,4.0,3.0,3.75,5.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.75,Low
1456,47,Male,Healthcare Student,Bachelor's (ongoing),0,Public,Not Applicable,1.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.75,4.0,3.0,5.0,5.0,5.0,4.4,1.0,3.0,3.0,2.0,2.25,Low
1457,38,Male,Other,Bachelor's (ongoing),12,Public,Other Urban,2.0,2.0,1.0,2.0,1.75,3.0,4.0,3.0,4.0,3.5,3.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.2,1.0,2.0,1.0,2.0,1.5,Low
1458,38,Male,Other,Bachelor's (completed),15,Private,Other Urban,5.0,4.0,4.0,4.0,4.25,3.0,4.0,3.0,4.0,3.5,1.0,1.0,2.0,1.0,1.25,3.0,,4.0,4.0,3.0,3.5,5.0,5.0,4.0,5.0,4.75,High
1459,28,Female,Doctor,Bachelor's (completed),8,Private,Other Urban,4.0,4.0,4.0,5.0,4.25,2.0,,,2.0,2.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,3.2,3.0,3.0,3.0,2.0,2.75,Medium
1460,38,Male,Healthcare Student,Bachelor's (ongoing),1,Not Applicable,Semi-Urban,5.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.25,4.0,4.0,3.0,3.0,3.5,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,3.5,Medium
1461,32,Female,Nurse,Bachelor's (completed),5,Private,Other Urban,1.0,2.0,2.0,2.0,1.75,1.0,2.0,1.0,2.0,1.5,3.0,3.0,,2.0,2.6666666666666665,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,High
1462,37,Male,Healthcare Student,Bachelor's (ongoing),1,Public,Dhaka,2.0,2.0,1.0,1.0,1.5,3.0,3.0,5.0,4.0,3.75,3.0,4.0,2.0,3.0,3.0,,5.0,3.0,3.0,2.0,3.25,1.0,1.0,1.0,1.0,1.0,Low
1463,26,Male,Doctor,Bachelor's (completed),0,Public,Dhaka,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.25,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,,4.0,3.75,4.0,2.0,4.0,5.0,3.75,Medium
1464,38,Male,Nurse,Bachelor's (completed),7,Public,Other Urban,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,3.8,5.0,5.0,5.0,5.0,5.0,High
1465,59,Female,Healthcare Student,Bachelor's (ongoing),0,Private,Dhaka,2.0,2.0,,3.0,2.3333333333333335,4.0,4.0,5.0,5.0,4.5,4.0,2.0,3.0,4.0,3.25,3.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,Low
1466,24,Female,Healthcare Student,Bachelor's (completed),0,Private,Dhaka,4.0,4.0,4.0,3.0,3.75,2.0,2.0,2.0,2.0,2.0,,1.0,2.0,3.0,2.0,2.0,,2.0,3.0,3.0,2.5,3.0,4.0,3.0,3.0,3.25,Medium
1467,51,Male,Hospital Administrator,Postgraduate/Doctoral,17,NGO/Other,Dhaka,3.0,4.0,4.0,3.0,3.5,3.0,4.0,4.0,2.0,3.25,4.0,3.0,3.0,4.0,3.5,4.0,2.0,2.0,3.0,3.0,2.8,3.0,4.0,3.0,3.0,3.25,Medium
1468,32,Male,Nurse,Bachelor's (ongoing),5,Public,Semi-Urban,2.0,3.0,2.0,3.0,2.5,1.0,2.0,2.0,1.0,1.5,5.0,5.0,5.0,4.0,4.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.25,Low
1469,44,Female,Nurse,Bachelor's (completed),12,Private,Not Applicable,2.0,1.0,2.0,2.0,1.75,4.0,3.0,5.0,4.0,4.0,3.0,3.0,2.0,,2.6666666666666665,2.0,2.0,4.0,2.0,3.0,2.6,3.0,2.0,3.0,3.0,2.75,Medium
1470,41,Male,Other,Secondary/HSC,9,Public,Other Urban,2.0,2.0,2.0,3.0,2.25,5.0,4.0,2.0,3.0,3.5,4.0,5.0,5.0,4.0,4.5,4.0,3.0,4.0,5.0,4.0,4.0,2.0,2.0,1.0,2.0,1.75,Low
1471,36,Female,Nurse,Bachelor's (completed),11,Private,Rural,2.0,3.0,2.0,4.0,2.75,3.0,4.0,4.0,,3.6666666666666665,4.0,5.0,5.0,4.0,4.5,4.0,4.0,3.0,2.0,3.0,3.2,1.0,1.0,1.0,1.0,1.0,Low
1472,40,Male,Nurse,Bachelor's (ongoing),7,Public,Rural,1.0,2.0,1.0,1.0,1.25,3.0,2.0,1.0,1.0,1.75,4.0,4.0,4.0,3.0,3.75,2.0,,2.0,3.0,2.0,2.25,5.0,4.0,4.0,4.0,4.25,High
1473,44,Male,Hospital Administrator,Postgraduate/Doctoral,20,Private,Dhaka,4.0,2.0,3.0,4.0,3.25,3.0,4.0,3.0,3.0,3.25,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.25,Medium
1474,32,Male,Nurse,Bachelor's (ongoing),4,Public,Dhaka,3.0,3.0,,2.0,2.6666666666666665,1.0,1.0,3.0,2.0,1.75,3.0,2.0,1.0,2.0,2.0,4.0,5.0,4.0,5.0,4.0,4.4,4.0,4.0,4.0,5.0,4.25,High
1475,31,Male,Hospital Administrator,Bachelor's (completed),3,Public,Dhaka,4.0,3.0,3.0,3.0,3.25,2.0,3.0,3.0,3.0,2.75,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.2,4.0,4.0,5.0,5.0,4.5,High
1476,38,Male,Nurse,Bachelor's (ongoing),16,Private,Dhaka,3.0,3.0,2.0,3.0,2.75,3.0,5.0,,4.0,4.0,5.0,5.0,5.0,4.0,4.75,5.0,4.0,5.0,5.0,4.0,4.6,4.0,4.0,3.0,4.0,3.75,Medium
1477,42,Male,Healthcare Student,Bachelor's (ongoing),0,Private,Other Urban,2.0,4.0,3.0,2.0,2.75,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,4.25,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.25,Medium
1478,40,Other/Prefer not to say,Other,Bachelor's (ongoing),16,Private,Dhaka,2.0,3.0,3.0,3.0,2.75,1.0,3.0,2.0,3.0,2.25,4.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.2,3.0,3.0,4.0,3.0,3.25,Medium
1479,41,Male,Other,Bachelor's (completed),22,Public,Rural,3.0,2.0,2.0,3.0,2.5,3.0,2.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.25,Low
1480,33,Male,Hospital Administrator,Postgraduate/Doctoral,6,Not Applicable,Semi-Urban,4.0,4.0,5.0,4.0,4.25,3.0,3.0,1.0,2.0,2.25,3.0,4.0,4.0,3.0,3.5,4.0,4.0,5.0,5.0,5.0,4.6,5.0,5.0,5.0,5.0,5.0,High
1481,42,Male,Nurse,Secondary/HSC,19,Public,Dhaka,2.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.75,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.6,3.0,3.0,3.0,3.0,3.0,Medium
1482,26,Male,IT Staff,Secondary/HSC,2,Private,Not Applicable,2.0,3.0,3.0,3.0,2.75,3.0,3.0,2.0,3.0,2.75,2.0,2.0,,3.0,2.3333333333333335,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.5,Medium
1483,35,Female,Healthcare Student,Bachelor's (ongoing),0,Not Applicable,Not Applicable,3.0,3.0,3.0,2.0,2.75,1.0,3.0,2.0,1.0,1.75,5.0,4.0,5.0,,4.666666666666667,2.0,3.0,2.0,3.0,3.0,2.6,3.0,4.0,4.0,5.0,4.0,High
1484,22,Male,Hospital Administrator,Bachelor's (completed),3,Private,Semi-Urban,3.0,2.0,2.0,3.0,2.5,4.0,4.0,3.0,3.0,3.5,2.0,1.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,5.0,4.4,5.0,5.0,3.0,5.0,4.5,High
1485,31,Female,IT Staff,Postgraduate/Doctoral,5,Public,Semi-Urban,4.0,5.0,5.0,5.0,4.75,2.0,3.0,2.0,3.0,2.5,4.0,3.0,3.0,3.0,3.25,3.0,,4.0,4.0,4.0,3.75,4.0,3.0,1.0,2.0,2.5,Low
1486,32,Male,Healthcare Student,Bachelor's (completed),1,Private,Not Applicable,1.0,2.0,1.0,1.0,1.25,3.0,2.0,2.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,3.5,Medium
1487,32,Other/Prefer not to say,IT Staff,Postgraduate/Doctoral,6,Public,Other Urban,3.0,4.0,4.0,,3.6666666666666665,5.0,,3.0,3.0,3.6666666666666665,3.0,3.0,1.0,,2.3333333333333335,3.0,2.0,3.0,3.0,3.0,2.8,3.0,3.0,3.0,3.0,3.0,Medium
1488,38,Male,Healthcare Student,Bachelor's (ongoing),1,Private,Rural,2.0,2.0,2.0,1.0,1.75,3.0,2.0,3.0,3.0,2.75,2.0,3.0,3.0,3.0,2.75,4.0,3.0,3.0,3.0,3.0,3.2,2.0,2.0,3.0,3.0,2.5,Low
1489,32,Female,Doctor,Postgraduate/Doctoral,5,Public,Dhaka,,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.5,1.0,2.0,,2.0,1.6666666666666667,3.0,2.0,2.0,2.0,3.0,2.4,2.0,3.0,3.0,1.0,2.25,Low
1490,33,Male,Nurse,Bachelor's (completed),7,Private,Other Urban,3.0,3.0,3.0,4.0,3.25,3.0,3.0,2.0,3.0,2.75,3.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.25,Medium
1491,29,Male,Hospital Administrator,Bachelor's (completed),11,Private,Chattogram,4.0,4.0,5.0,,4.333333333333333,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.25,2.0,3.0,2.0,1.0,3.0,2.2,2.0,2.0,3.0,3.0,2.5,Low
1492,32,Female,Doctor,Postgraduate/Doctoral,8,Public,Dhaka,3.0,3.0,2.0,2.0,2.5,3.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.25,3.0,3.0,4.0,4.0,3.0,3.4,4.0,3.0,3.0,4.0,3.5,Medium
1493,29,Female,Healthcare Student,Bachelor's (ongoing),0,Public,Dhaka,2.0,3.0,3.0,2.0,2.5,3.0,3.0,4.0,4.0,3.5,3.0,3.0,2.0,2.0,2.5,3.0,4.0,4.0,4.0,,3.75,3.0,1.0,2.0,2.0,2.0,Low
1494,25,Female,Hospital Administrator,Bachelor's (completed),4,Public,Dhaka,3.0,4.0,3.0,4.0,3.5,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.5,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,Low
1495,36,Male,Doctor,Postgraduate/Doctoral,13,Private,Dhaka,5.0,5.0,5.0,5.0,5.0,1.0,1.0,3.0,2.0,1.75,2.0,3.0,2.0,2.0,2.25,2.0,2.0,2.0,,3.0,2.25,5.0,5.0,5.0,4.0,4.75,High
1496,38,Female,Healthcare Student,Bachelor's (ongoing),0,Private,Dhaka,2.0,2.0,3.0,2.0,2.25,4.0,3.0,3.0,2.0,3.0,4.0,5.0,5.0,5.0,4.75,3.0,1.0,1.0,1.0,1.0,1.4,1.0,2.0,2.0,1.0,1.5,Low
1497,37,Female,IT Staff,Postgraduate/Doctoral,16,Private,Chattogram,3.0,3.0,4.0,4.0,3.5,2.0,1.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.25,5.0,4.0,5.0,5.0,4.0,4.6,4.0,4.0,5.0,5.0,4.5,High
1498,34,Female,Healthcare Student,Bachelor's (ongoing),1,Private,Semi-Urban,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.5,,4.0,4.0,3.0,3.6666666666666665,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,3.5,Medium
1499,32,Male,Nurse,Secondary/HSC,7,NGO/Other,Other Urban,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,2.75,3.0,2.0,3.0,,2.6666666666666665,3.0,3.0,2.0,2.0,2.0,2.4,2.0,2.0,2.0,2.0,2.0,Low
1500,43,Female,Healthcare Student,Bachelor's (ongoing),1,Private,Other Urban,2.0,1.0,2.0,2.0,1.75,3.0,2.0,3.0,2.0,2.5,4.0,3.0,4.0,4.0,3.75,4.0,5.0,5.0,5.0,4.0,4.6,4.0,3.0,3.0,3.0,3.25,Medium
1501,35,Female,Nurse,Bachelor's (ongoing),10,Public,Dhaka,2.0,3.0,3.0,2.0,2.5,3.0,3.0,4.0,4.0,3.5,3.0,2.0,2.0,2.0,2.25,2.0,3.0,3.0,3.0,3.0,2.8,4.0,5.0,4.0,5.0,4.5,High
1502,34,Female,Hospital Administrator,Bachelor's (completed),7,Public,Semi-Urban,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.25,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,2.75,Medium
1503,23,Male,Doctor,Bachelor's (completed),1,Private,Dhaka,,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.75,3.0,3.0,4.0,3.0,3.25,3.0,3.0,3.0,2.0,2.0,2.6,1.0,1.0,1.0,1.0,1.0,Low
1504,31,Male,IT Staff,Bachelor's (completed),7,Public,Dhaka,3.0,3.0,3.0,4.0,3.25,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,3.5,4.0,4.0,4.0,5.0,5.0,4.4,5.0,5.0,5.0,5.0,5.0,High
1505,32,Female,IT Staff,Postgraduate/Doctoral,9,Public,Chattogram,5.0,4.0,5.0,5.0,4.75,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.5,3.0,3.0,4.0,4.0,4.0,3.6,5.0,5.0,4.0,5.0,4.75,High
1506,32,Male,Hospital Administrator,Bachelor's (completed),5,Public,Rural,3.0,4.0,5.0,4.0,4.0,2.0,1.0,2.0,1.0,1.5,4.0,3.0,3.0,4.0,3.5,4.0,3.0,3.0,5.0,4.0,3.8,4.0,4.0,5.0,5.0,4.5,High
1507,36,Female,Nurse,Bachelor's (ongoing),5,Private,Not Applicable,3.0,4.0,5.0,3.0,3.75,2.0,,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.25,2.0,2.0,2.0,1.0,2.0,1.8,1.0,1.0,2.0,2.0,1.5,Low
1508,35,Male,Healthcare Student,Bachelor's (ongoing),1,Not Applicable,Rural,2.0,,1.0,1.0,1.3333333333333333,3.0,4.0,3.0,5.0,3.75,3.0,3.0,4.0,4.0,3.5,2.0,3.0,3.0,2.0,3.0,2.6,2.0,1.0,2.0,2.0,1.75,Low
1509,36,Male,IT Staff,Bachelor's (completed),10,Public,Semi-Urban,5.0,3.0,5.0,5.0,4.5,,1.0,,,1.0,4.0,3.0,4.0,3.0,3.5,4.0,4.0,3.0,4.0,2.0,3.4,4.0,5.0,4.0,5.0,4.5,High
1510,40,Female,Nurse,Bachelor's (completed),13,Public,Other Urban,3.0,3.0,2.0,3.0,2.75,,2.0,3.0,3.0,2.6666666666666665,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,2.6,2.0,1.0,2.0,1.0,1.5,Low
1511,42,Male,Other,Secondary/HSC,15,Public,Other Urban,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.25,4.0,3.0,3.0,3.0,3.25,3.0,2.0,3.0,3.0,3.0,2.8,4.0,2.0,2.0,3.0,2.75,Medium
1512,39,Male,IT Staff,Bachelor's (completed),18,Public,Dhaka,3.0,,3.0,4.0,3.3333333333333335,5.0,4.0,4.0,,4.333333333333333,4.0,3.0,3.0,3.0,3.25,2.0,5.0,4.0,5.0,3.0,3.8,3.0,4.0,4.0,3.0,3.5,Medium
1513,49,Female,Other,Bachelor's (ongoing),15,Not Applicable,Dhaka,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.8,2.0,1.0,2.0,2.0,1.75,Low
1514,23,Female,Other,Bachelor's (ongoing),3,Private,Not Applicable,4.0,4.0,3.0,4.0,3.75,2.0,2.0,3.0,3.0,2.5,2.0,2.0,2.0,1.0,1.75,4.0,3.0,3.0,3.0,3.0,3.2,5.0,5.0,5.0,5.0,5.0,High
1515,28,Female,Other,Secondary/HSC,5,Private,Not Applicable,1.0,2.0,2.0,1.0,1.5,2.0,1.0,2.0,1.0,1.5,4.0,4.0,,3.0,3.6666666666666665,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.5,Medium
1516,22,Male,Healthcare Student,Postgraduate/Doctoral,1,Not Applicable,Chattogram,5.0,4.0,4.0,5.0,4.5,5.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.5,4.0,,4.0,5.0,5.0,4.5,3.0,3.0,4.0,4.0,3.5,Medium
1517,37,Male,Hospital Administrator,Bachelor's (ongoing),13,Private,Dhaka,2.0,1.0,1.0,1.0,1.25,,4.0,3.0,3.0,3.3333333333333335,4.0,5.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,2.8,2.0,2.0,1.0,2.0,1.75,Low
1518,45,Female,Doctor,Bachelor's (completed),20,Public,Dhaka,3.0,3.0,5.0,5.0,4.0,3.0,3.0,3.0,2.0,2.75,2.0,2.0,1.0,2.0,1.75,2.0,1.0,2.0,2.0,2.0,1.8,4.0,5.0,5.0,4.0,4.5,High
1519,29,Male,Hospital Administrator,Bachelor's (ongoing),4,Private,Chattogram,2.0,3.0,2.0,2.0,2.25,4.0,3.0,3.0,3.0,3.25,3.0,2.0,2.0,2.0,2.25,3.0,4.0,5.0,5.0,5.0,4.4,3.0,3.0,1.0,3.0,2.5,Low
1520,47,Male,Healthcare Student,Bachelor's (ongoing),0,Private,Dhaka,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.5,,2.0,3.0,3.0,2.6666666666666665,3.0,3.0,3.0,3.0,2.0,2.8,4.0,4.0,3.0,4.0,3.75,Medium
